Superhero Name,Superhero Biography Name,Superhero Place Of Birth,Superhero First Appearance,Superhero Gender,Superhero Eye Color,Superhero Race,Superhero Hair Color,Superhero Height (Ft),Superhero Height (Cm),Superhero Weight (Lb),Superhero Weight (Kg),Superhero Publisher,Superhero Work Occupation,Superhero Work Base,Superhero Skin Color,Superhero Alignment,Superhero Intelligence,Superhero Strength,Superhero Speed,Superhero Durability,Superhero Power,Superhero Combat,Superhero Agility,Superhero Accelerated Healing,Superhero Lantern Power Ring,Superhero Dimensional Awareness,Superhero Cold Resistance,Superhero Durability.1,Superhero Stealth,Superhero Energy Absorption,Superhero Flight,Superhero Danger Sense,Superhero Underwater Breathing,Superhero Marksmanship,Superhero Weapons Master,Superhero Power Augmentation,Superhero Animal Attributes,Superhero Longevity,Superhero Intelligence.1,Superhero Super Strength,Superhero Cryokinesis,Superhero Telepathy,Superhero Energy Armor,Superhero Energy Blasts,Superhero Duplication,Superhero Size Changing,Superhero Density Control,Superhero Stamina,Superhero Astral Travel,Superhero Audio Control,Superhero Dexterity,Superhero Omnitrix,Superhero Super Speed,Superhero Possession,Superhero Animal Oriented Powers,Superhero Weapon-Based Powers,Superhero Electrokinesis,Superhero Darkforce Manipulation,Superhero Death Touch,Superhero Teleportation,Superhero Enhanced Senses,Superhero Telekinesis,Superhero Energy Beams,Superhero Magic,Superhero Hyperkinesis,Superhero Jump,Superhero Clairvoyance,Superhero Dimensional Travel,Superhero Power Sense,Superhero Shapeshifting,Superhero Peak Human Condition,Superhero Immortality,Superhero Camouflage,Superhero Element Control,Superhero Phasing,Superhero Astral Projection,Superhero Electrical Transport,Superhero Fire Control,Superhero Projection,Superhero Summoning,Superhero Enhanced Memory,Superhero Reflexes,Superhero Invulnerability,Superhero Energy Constructs,Superhero Force Fields,Superhero Self-Sustenance,Superhero Anti-Gravity,Superhero Empathy,Superhero Power Nullifier,Superhero Radiation Control,Superhero Psionic Powers,Superhero Elasticity,Superhero Substance Secretion,Superhero Elemental Transmogrification,Superhero Technopath/Cyberpath,Superhero Photographic Reflexes,Superhero Seismic Power,Superhero Animation,Superhero Precognition,Superhero Mind Control,Superhero Fire Resistance,Superhero Power Absorption,Superhero Enhanced Hearing,Superhero Nova Force,Superhero Insanity,Superhero Hypnokinesis,Superhero Animal Control,Superhero Natural Armor,Superhero Intangibility,Superhero Enhanced Sight,Superhero Molecular Manipulation,Superhero Heat Generation,Superhero Adaptation,Superhero Gliding,Superhero Power Suit,Superhero Mind Blast,Superhero Probability Manipulation,Superhero Gravity Control,Superhero Regeneration,Superhero Light Control,Superhero Echolocation,Superhero Levitation,Superhero Toxin And Disease Control,Superhero Banish,Superhero Energy Manipulation,Superhero Heat Resistance,Superhero Natural Weapons,Superhero Time Travel,Superhero Enhanced Smell,Superhero Illusions,Superhero Thirstokinesis,Superhero Hair Manipulation,Superhero Illumination,Superhero Omnipotent,Superhero Cloaking,Superhero Changing Armor,Superhero Power Cosmic,Superhero Biokinesis,Superhero Water Control,Superhero Radiation Immunity,Superhero Vision - Telescopic,Superhero Toxin And Disease Resistance,Superhero Spatial Awareness,Superhero Energy Resistance,Superhero Telepathy Resistance,Superhero Molecular Combustion,Superhero Omnilingualism,Superhero Portal Creation,Superhero Magnetism,Superhero Mind Control Resistance,Superhero Plant Control,Superhero Sonar,Superhero Sonic Scream,Superhero Time Manipulation,Superhero Enhanced Touch,Superhero Magic Resistance,Superhero Invisibility,Superhero Sub-Mariner,Superhero Radiation Absorption,Superhero Intuitive Aptitude,Superhero Vision - Microscopic,Superhero Melting,Superhero Wind Control,Superhero Super Breath,Superhero Wallcrawling,Superhero Vision - Night,Superhero Vision - Infrared,Superhero Grim Reaping,Superhero Matter Absorption,Superhero The Force,Superhero Resurrection,Superhero Terrakinesis,Superhero Vision - Heat,Superhero Vitakinesis,Superhero Radar Sense,Superhero Qwardian Power Ring,Superhero Weather Control,Superhero Vision - X-Ray,Superhero Vision - Thermal,Superhero Web Creation,Superhero Reality Warping,Superhero Odin Force,Superhero Symbiote Costume,Superhero Speed Force,Superhero Phoenix Force,Superhero Molecular Dissipation,Superhero Vision - Cryo,Superhero Omnipresent,Superhero Omniscient,Superhero First Appearance Date,Id Track of Most Popular Song On Day of First Appearance,Name of Most Popular Song On Day of First Appearance,Popularity of Most Popular Song On Day of First Appearance,Duration Ms of Most Popular Song On Day of First Appearance,Explicit of Most Popular Song On Day of First Appearance,Artists of Most Popular Song On Day of First Appearance,Id Artists of Most Popular Song On Day of First Appearance,Release Date of Most Popular Song On Day of First Appearance,Release Year of Most Popular Song On Day of First Appearance,Danceability of Most Popular Song On Day of First Appearance,Energy of Most Popular Song On Day of First Appearance,Key of Most Popular Song On Day of First Appearance,Loudness of Most Popular Song On Day of First Appearance,Mode of Most Popular Song On Day of First Appearance,Speechiness of Most Popular Song On Day of First Appearance,Acousticness of Most Popular Song On Day of First Appearance,Instrumentalness of Most Popular Song On Day of First Appearance,Liveness of Most Popular Song On Day of First Appearance,Valence of Most Popular Song On Day of First Appearance,Tempo of Most Popular Song On Day of First Appearance,Time Signature of Most Popular Song On Day of First Appearance
Gladiator,Kallark,-,"X-Men Vol 1 #107 October, 1977",Male,blue,Strontian,Blue,6.496062992125984,198.0,595.0,268.0,Marvel Comics,Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus,"Chandilar, Shi'ar Galaxy; mobile throughout the Shi'ar Empire and surrounding galaxies.",purple,neutral,80.0,100.0,100.0,100.0,80.0,70.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1977-10-31,2fsv2pr1bBegCFKMvpI2le,Once Upon A Time,31.0,242107.0,0.0,['Donna Summer'],['2eogQKWWoohI3BSnoG7E2U'],1977-10-31,1977.0,0.75,0.749,9.0,-12.118,0.0,0.0293,0.057,0.0993,0.385,0.969,130.266,4.0
Goblin Queen,Madelyne Jennifer Pryor,"Created in Sinister's Labs, Nebraska",Uncanny X-Men #168,Female,green,-,Red,5.511811023622047,168.0,110.0,50.0,Marvel Comics,-,"Mobile; formerly Anchorage, Alaska; Reaver Base, Australian Outback, Australia; Empire State Building, New York, New York",-,bad,90.0,10.0,25.0,30.0,65.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1981-12-31,1RYcpR7MhKbV3NSv787Su6,"Ljudet av ett annat hjärta - 7"" Single",49.0,231480.0,0.0,['Gyllene Tider'],['0FINyNBXqnTlRC4dvpSeSb'],1981-12-31,1981.0,0.479,0.936,9.0,-5.016,1.0,0.14,0.00339,0.0223,0.0587,0.396,155.315,4.0
Gog,-,-,Incredible Hulk #257 (1981),Male,-,-,-,,,,,DC Comics,-,-,-,bad,80.0,35.0,50.0,75.0,40.0,60.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1971-12-01,1qXyzlFecNIF0ok3UWpYRp,Starwood in Aspen,43.0,187373.0,0.0,['John Denver'],['7EK1bQADBoqbYXnT4Cqv9w'],1971-12-01,1971.0,0.506,0.227,4.0,-13.538,1.0,0.0289,0.795,6.01e-06,0.0756,0.309,103.017,3.0
Goliath IV,William Barrett Foster,"Watts, Los Angeles, California","(As Foster) Avengers #32 (1966); (as Black Goliath) Luke Cage, Power Man #24 (1975); (as Giant-Man) Marvel Two-in-One #55 (1979); (as Goliath) Thing #1 (2006)",Male,brown,-,Black,6.003937007874016,183.0,200.0,90.0,Marvel Comics,"Biochemist, inventor, research scientist, adventurer; (formerly) circus performer, soldier",-,-,good,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1995-04-01,6CEKntwndUlmWhSRflWA5X,Morning Train (Nine to Five),50.0,200973.0,0.0,['Sheena Easton'],['5dcOK4stT4JDkP6Dqhbz5s'],1995-04-01,1995.0,0.797,0.511,8.0,-10.618,1.0,0.0552,0.686,0.0,0.122,0.804,121.874,4.0
Gorilla Grodd,Grodd,-,"Flash #106 (May, 1959)",Male,yellow,Gorilla,Black,6.496062992125984,198.0,600.0,270.0,DC Comics,-,"Gorilla City, Africa",-,bad,95.0,55.0,35.0,70.0,100.0,65.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1959-05-01,4ouRy2y1A34GcHhouzkls0,"Swing Low, Sweet Chariot",38.0,112773.0,0.0,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],1959-05-01,1959.0,0.65,0.471,5.0,-9.852,1.0,0.0365,0.858,0.0,0.102,0.79,112.672,4.0
Granny Goodness,-,Apokolips,-,Female,blue,-,White,5.83989501312336,178.0,256.0,115.0,DC Comics,-,-,-,bad,100.0,100.0,90.0,100.0,95.0,100.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1971-06-30,0WLbMlTOMxDnyFz1avDlrS,Tillsonburg,33.0,205773.0,0.0,"[""Stompin' Tom Connors""]",['1rOI6HUtD1IR5lbXSbpwQH'],1971-06-30,1971.0,0.728,0.441,0.0,-14.571,1.0,0.0617,0.787,0.000165,0.235,0.899,85.238,4.0
Gravity,Greg Willis,"Sheboygan, Wisconsin","Gravity #1 (August, 2005)",Male,blue,Human,Brown,5.83989501312336,178.0,175.0,79.0,Marvel Comics,Student,New York City,-,good,80.0,35.0,35.0,40.0,70.0,30.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2005-08-31,2aeYWVOL3kCqDHp6vq2Mne,Pienen pojan elämää,53.0,201507.0,0.0,['Klamydia'],['2BFdLtG6ivaiRqPFTgV1in'],2005-08-31,2005.0,0.472,0.916,6.0,-2.897,0.0,0.044,0.000488,0.0,0.224,0.733,102.035,4.0
Green Arrow,Oliver Jonas Queen,-,More Fun Comics #73 (November 1941),Male,green,Human,Blond,6.167979002624672,188.0,195.0,88.0,DC Comics,Professional Crime-fighter; Multi-Billionaire,"Star City, California; Formerly Seattle, Washington",-,good,95.0,15.0,35.0,30.0,40.0,90.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1941-11-30,,,,,,,,,,,,,,,,,,,,,
Green Goblin,Norman Virgil Osborn,"Hartford, Connecticut","Amazing Spider-Man #14 (July, 1964)",Male,blue,Human,Auburn,5.905511811023622,180.0,185.0,83.0,Marvel Comics,"Professional criminal, owner and president of Osborn Industries","H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York",-,bad,100.0,50.0,40.0,60.0,50.0,50.0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1964-07-31,03VekghI09k3jbKURAVnEE,落花恨,24.0,160547.0,0.0,['于璇'],['1BTytNO6g5iI15Tu1PyBTr'],1964-07-31,1964.0,0.285,0.0289,8.0,-23.826,1.0,0.0409,0.869,0.0,0.105,0.271,142.119,4.0
Green Goblin II,Harold Osborn,New York City,Amzing Spide-Man #31,Male,blue,-,Auburn,5.83989501312336,178.0,170.0,77.0,Marvel Comics,-,Formerly New York City,-,bad,90.0,55.0,40.0,50.0,45.0,30.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1965-12-01,1PVTvvxpSkyJWemW1CwVVk,Fly Me To The Moon,52.0,148867.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1965-12-01,1965.0,0.623,0.274,5.0,-14.929,1.0,0.07,0.343,3.16e-06,0.0404,0.427,118.052,4.0
Green Goblin III,Barton Hamilton,-,As Dr. Barton Hamilton in Amazing Spider-Man #167 as Green Goblin III in Amazing Spider-Man #176,Male,-,-,-,6.003937007874016,183.0,195.0,88.0,Marvel Comics,Psychiatrist,-,-,good,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2008-08-01,2spcFt2UoCNsEuxVa6lC30,Modify,57.0,177831.0,0.0,['Lemon Demon'],['4llAOeA6kEF4ytaB2fsmcW'],2008-08-01,2008.0,0.58,0.527,0.0,-11.542,1.0,0.0664,0.00244,0.22,0.104,0.648,179.99,4.0
Green Goblin IV,Phillip Benjamin Urich,-,(As Urich) Web of Spider-Man #125 (1995); (as Green Goblin) Green Goblin #1 (1995),Male,green,-,Brown,5.83989501312336,178.0,175.0,79.0,Marvel Comics,"College student, former vigilante, intern at Daily Bugle",-,-,good,90.0,90.0,85.0,80.0,65.0,75.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2006-10-18,1ShQlzjMz0XkaHt5CgMpBs,the WORLD,63.0,234173.0,0.0,"['Nightmare', 'DEATH NOTE デスノート']","['11CxpTfZC60MYKjL7HESKR', '3yIjFnwGHsDcy71ifVsMeQ']",2006-10-18,2006.0,0.494,0.938,11.0,-2.359,0.0,0.0384,0.000474,0.0,0.314,0.822,95.049,4.0
Groot,Groot,-,"Tales to Astonish #13 (November, 1960)",Male,yellow,Flora Colossus,-,22.998687664041995,701.0,8200.0,4000.0,Marvel Comics,-,Area 13 (the Howling Commandos' base),-,good,90.0,85.0,35.0,70.0,100.0,65.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1960-11-30,15e8x9lWqRQNZxhxAnvJWM,Baagilanu Theredhu,5.0,202280.0,0.0,['P. B. Sreenivas'],['5hgtt9tLxsxvRMWrnxNWVW'],1960-11-30,1960.0,0.611,0.431,4.0,-9.735,0.0,0.0646,0.927,0.0343,0.212,0.821,87.774,5.0
Guy Gardner,Guy Gardner,"Baltimore, Maryland",Green Lantern Vol 2 #59,Male,blue,Human-Vuldarian,Red,6.167979002624672,188.0,210.0,95.0,DC Comics,-,-,-,good,38.0,90.0,53.0,64.0,100.0,64.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1968-03-31,,,,,,,,,,,,,,,,,,,,,
Hal Jordan,Hal Jordan,"Coast City, California",Showcase #22,Male,brown,Human,Brown,6.167979002624672,188.0,200.0,90.0,DC Comics,-,-,-,good,69.0,90.0,75.0,80.0,100.0,70.0,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1959-10-31,0LDEVRtXqKjK2ClH3eNUbT,Get Rhythm (2017 Remaster),21.0,131706.0,0.0,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],1959-10-31,1959.0,0.896,0.447,5.0,-13.111,1.0,0.0565,0.501,0.0,0.213,0.961,110.727,4.0
Harley Quinn,Harleen Francis Quinzel,-,"Batman: Harley Quinn (October, 1999)",Female,blue,Human,Blond,5.57742782152231,170.0,140.0,63.0,DC Comics,Psychiatrist,Gotham City,-,bad,95.0,15.0,35.0,65.0,55.0,80.0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1993-09-01,0rw4cx6eWOYTKhUqwyFLEb,Sensualité,45.0,232000.0,0.0,['Axelle Red'],['3gX7V7VCwOBz90t62hQHMw'],1993-09-01,1993.0,0.654,0.514,6.0,-10.124,1.0,0.0291,0.221,0.0,0.0322,0.763,96.079,4.0
Havok,Alexander Summers,"Honolulu, Hawaii",X-MEN #58,Male,blue,Mutant,Blond,6.003937007874016,183.0,175.0,79.0,Marvel Comics,"Currently Adventurer, formerly Graduate student in geophysics","Alexandria, Virginia",-,good,85.0,10.0,25.0,60.0,75.0,45.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1969-03-01,3spdoTYpuCpmq19tuD0bOe,My Way,73.0,276800.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1969-03-01,1969.0,0.401,0.381,2.0,-7.458,1.0,0.0274,0.7,0.0,0.122,0.229,75.454,4.0
Hawk,Henry Hall,-,"Showcase #75 (June, 1968)",Male,red,-,Brown,6.069553805774278,185.0,197.0,89.0,DC Comics,-,-,-,good,75.0,40.0,35.0,95.0,45.0,45.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1968-06-30,3TdFdwkd8YIKSfaVEXhaxj,Tobin's Favourite,4.0,193291.0,0.0,['The Gallowglass Ceili Band'],['2TLNU8WsKZKJJRlihJkgE9'],1968-06-30,1968.0,0.722,0.68,2.0,-10.468,1.0,0.0499,0.548,0.929,0.0623,0.966,125.091,4.0
